sharpe_ratio,cumulative_return,max_drawdown,win_rate,profit_factor,mean_return,n_trades,model,ic,fold
0.6667993426285697,0.23176213287323078,-0.1389180027391396,0.4993045897079277,1.1215498500052645,0.00032233954502535573,719,LinearRegression,0.002001148849228444,1
0.546220069350599,0.1942107855486215,-0.1365496200970815,0.502086230876217,1.0982587209277008,0.0002701123582039242,719,Ridge,0.0038839017001896336,1
1.4200770206611022,0.48723747255827715,-0.08782742863202786,0.5479833101529903,1.2799459250880028,0.0006776599062006636,719,XGBoost,0.0674075540130306,1
1.589495878897661,0.5521753440876682,-0.08571653529722029,0.521557719054242,1.3101686743686052,0.0007679768346142813,719,LightGBM,0.09146221301490398,1
2.1378706006092902,0.7407981757104505,-0.09764512071482964,0.5465924895688457,1.4381501755754431,0.0010303173514748963,719,CatBoost,0.11645714585887461,1
2.115155598626036,1.27320466360225,-0.24738394030035882,0.5618915159944368,1.4081569462351626,0.001770799253966968,719,LinearRegression,0.09424169690913634,2
2.043742453676076,1.2398433224073646,-0.24738394030035904,0.5577190542420027,1.3917265452049088,0.0017243996139184488,719,Ridge,0.09718392014385617,2
1.5825264858466572,1.0033460999300443,-0.29016778713614977,0.5549374130737135,1.2906590137095528,0.001395474408803956,719,XGBoost,0.06533107852270725,2
3.004362968591085,1.8647857754249506,-0.17833939092205353,0.5785813630041725,1.6225396548813424,0.002593582441481155,719,LightGBM,0.12251517385808268,2
2.095775044056666,1.298771127038206,-0.24410273561204443,0.5479833101529903,1.405849551716579,0.0018063576175774772,719,CatBoost,0.1060803992210601,2
-0.3005627584612575,-0.19125192518786732,-0.5131334685116086,0.48261474269819193,0.947588928700722,-0.00026599711430857765,719,LinearRegression,0.018536011684704097,3
-0.17701344050261925,-0.11309844179455439,-0.48694744845996923,0.4853963838664812,0.9687110280782246,-0.0001572996408825513,719,Ridge,0.0201520895840142,3
1.1297810708359293,0.7421771274165001,-0.35361298063228713,0.5159944367176634,1.2226072125238703,0.0010322352258922115,719,XGBoost,0.060930151236542766,3
3.025268115451475,1.842853104465758,-0.17288179718673224,0.5730180806675939,1.712869753772446,0.0025630780312458387,719,LightGBM,0.15917352140609786,3
1.7397152127900466,1.1192169682192143,-0.2603106904487472,0.5201668984700973,1.3612563716872952,0.0015566299975232466,719,CatBoost,0.09371829183526419,3
1.4061104127688657,0.6421717322721108,-0.16436096374614206,0.5271210013908206,1.2965347406628944,0.0008931456637998759,719,LinearRegression,0.08306466897097495,4
1.4569762863541391,0.6607091138953156,-0.1475207392659199,0.5285118219749653,1.3107647219555354,0.0009189278357375739,719,Ridge,0.08511192694285567,4
2.5458620025004546,1.1477988654547855,-0.09746889157113314,0.5438108484005564,1.6007084458120127,0.0015963822885323858,719,XGBoost,0.150957940370108,4
2.5505914278846475,1.2161725780083867,-0.11928381663488297,0.5591098748261474,1.5949241507543215,0.0016914778553663236,719,LightGBM,0.16372585392086095,4
1.6814249822235852,0.7855963907876506,-0.15499455126681738,0.5382475660639777,1.3526386932638041,0.0010926236311372052,719,CatBoost,0.10948738673067177,4
1.3862174809988645,0.8106225652919361,-0.208845829901715,0.5062586926286509,1.2760952166758364,0.0011274305497801615,719,LinearRegression,0.06904886951029937,5
1.3184068906547664,0.7760064216283372,-0.20884582990171505,0.5090403337969402,1.2601766402768966,0.00107928570462912,719,Ridge,0.07645316853834427,5
1.4508749328730057,0.8480388433749539,-0.2029260576676819,0.5076495132127955,1.2846682284512831,0.0011794698795201028,719,XGBoost,0.11947825521519714,5
1.9998359545940874,1.2091788757619606,-0.1417846641489472,0.5368567454798331,1.4144498267459418,0.0016817508703226155,719,LightGBM,0.12684852658479012,5
1.7646328801893225,1.0310726563762254,-0.1173457960278311,0.5201668984700973,1.3587061751086642,0.001434037074236753,719,CatBoost,0.12347149051732297,5
